,author,contributors,coordinates,created_at,destroy,display_text_range,entities,favorite,favorite_count,favorited,full_text,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,parse,parse_list,place,possibly_sensitive,retweet,retweet_count,retweeted,retweets,source,source_url,truncated,user,quoted_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink
85,,,,Fri Jul 01 04:01:47 +0000 2022,,"[0, 179]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '_tandemse', 'name': 'TANDEM', 'id': 1286031774, 'id_str': '1286031774', 'indices': [157, 167]}], 'urls': []}",,25461,False,"Memphis Grizzlies star Ja Morant has agreed on a five-year, $193M designated rookie maximum extension that could become worth $231M, his agent Jim Tanner of @_TandemSE tells ESPN.",,1542720094056357889,1542720094056357889,,,,,,False,en,,,,,,3497,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,False,"{'id': 50323173, 'id_str': '50323173', 'name': 'Adrian Wojnarowski', 'screen_name': 'wojespn', 'location': 'St. Bonaventure, NY', 'description': 'ESPN Senior NBA Insider', 'url': 'https://t.co/BSi8UGrj5q', 'entities': {'url': {'urls': [{'url': 'https://t.co/BSi8UGrj5q', 'expanded_url': 'http://www.espn.com', 'display_url': 'espn.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 5595530, 'friends_count': 1919, 'listed_count': 35157, 'created_at': 'Wed Jun 24 14:43:40 +0000 2009', 'favourites_count': 10659, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 22692, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '642D8B', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1509990164415893517/qIuzsMq6_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1509990164415893517/qIuzsMq6_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/50323173/1501272451', 'profile_link_color': 'FF0000', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDFFCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,
86,,,,Fri Jul 01 04:00:29 +0000 2022,,"[0, 261]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'excelbasketball', 'name': 'excel basketball', 'id': 1148236876370849793, 'id_str': '1148236876370849793', 'indices': [188, 204]}], 'urls': []}",,16980,False,"Denver Nuggets two-time MVP Nikola Jokic has agreed to the largest deal in NBA history – a five-year, $270M super maximum contract extension, his agents Jeff Schwartz and Mike Lindeman of @Excelbasketball tell ESPN. Deal includes player option and trade kicker.",,1542719769064898563,1542719769064898563,,,,,,False,en,,,,,,2145,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,False,"{'id': 50323173, 'id_str': '50323173', 'name': 'Adrian Wojnarowski', 'screen_name': 'wojespn', 'location': 'St. Bonaventure, NY', 'description': 'ESPN Senior NBA Insider', 'url': 'https://t.co/BSi8UGrj5q', 'entities': {'url': {'urls': [{'url': 'https://t.co/BSi8UGrj5q', 'expanded_url': 'http://www.espn.com', 'display_url': 'espn.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 5595530, 'friends_count': 1919, 'listed_count': 35157, 'created_at': 'Wed Jun 24 14:43:40 +0000 2009', 'favourites_count': 10659, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 22692, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '642D8B', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1509990164415893517/qIuzsMq6_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1509990164415893517/qIuzsMq6_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/50323173/1501272451', 'profile_link_color': 'FF0000', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDFFCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,
87,,,,Fri Jul 01 04:00:13 +0000 2022,,"[0, 247]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'CAA_Basketball', 'name': 'CAA Basketball', 'id': 373460897, 'id_str': '373460897', 'indices': [131, 146]}], 'urls': []}",,15421,False,"Phoenix Suns star Devin Booker has agreed on a four-year, $224M super max extension, his agents Jessica Holtz and Melvin Booker of @CAA_Basketball tell ESPN. Deal begins in 2024-2025 and brings Booker’s total contract value to six years and $295M.",,1542719700387381251,1542719700387381251,,,,,,False,en,,,,,,2047,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,False,"{'id': 50323173, 'id_str': '50323173', 'name': 'Adrian Wojnarowski', 'screen_name': 'wojespn', 'location': 'St. Bonaventure, NY', 'description': 'ESPN Senior NBA Insider', 'url': 'https://t.co/BSi8UGrj5q', 'entities': {'url': {'urls': [{'url': 'https://t.co/BSi8UGrj5q', 'expanded_url': 'http://www.espn.com', 'display_url': 'espn.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 5595530, 'friends_count': 1919, 'listed_count': 35157, 'created_at': 'Wed Jun 24 14:43:40 +0000 2009', 'favourites_count': 10659, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 22692, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '642D8B', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1509990164415893517/qIuzsMq6_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1509990164415893517/qIuzsMq6_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/50323173/1501272451', 'profile_link_color': 'FF0000', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDFFCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,
88,,,,Fri Jul 01 04:00:01 +0000 2022,,"[0, 256]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'CAA_Basketball', 'name': 'CAA Basketball', 'id': 373460897, 'id_str': '373460897', 'indices': [128, 143]}], 'urls': []}",,15450,False,"Minnesota Timberwolves star Karl-Anthony Towns has agreed on a four-year, $224M super max extension, his agent Jessica Holtz of @CAA_Basketball tells ESPN. Deal begins with the 2024-25 season and delivers Towns’ total contract value to six years and $295M.",,1542719648499748865,1542719648499748865,,,,,,False,en,,,,,,2222,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,False,"{'id': 50323173, 'id_str': '50323173', 'name': 'Adrian Wojnarowski', 'screen_name': 'wojespn', 'location': 'St. Bonaventure, NY', 'description': 'ESPN Senior NBA Insider', 'url': 'https://t.co/BSi8UGrj5q', 'entities': {'url': {'urls': [{'url': 'https://t.co/BSi8UGrj5q', 'expanded_url': 'http://www.espn.com', 'display_url': 'espn.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 5595530, 'friends_count': 1919, 'listed_count': 35157, 'created_at': 'Wed Jun 24 14:43:40 +0000 2009', 'favourites_count': 10659, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 22692, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '642D8B', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1509990164415893517/qIuzsMq6_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1509990164415893517/qIuzsMq6_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/50323173/1501272451', 'profile_link_color': 'FF0000', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDFFCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,
89,,,,Fri Jul 01 02:28:06 +0000 2022,,"[0, 148]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,24934,False,"Free agent center Andre Drummond has agreed to a two-year, $6.6M deal with the Chicago Bulls, sources tell ESPN. The second year is a player option.",,1542696519555489795,1542696519555489795,,,,,,False,en,,,,,,2129,False,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,False,"{'id': 50323173, 'id_str': '50323173', 'name': 'Adrian Wojnarowski', 'screen_name': 'wojespn', 'location': 'St. Bonaventure, NY', 'description': 'ESPN Senior NBA Insider', 'url': 'https://t.co/BSi8UGrj5q', 'entities': {'url': {'urls': [{'url': 'https://t.co/BSi8UGrj5q', 'expanded_url': 'http://www.espn.com', 'display_url': 'espn.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 5595530, 'friends_count': 1919, 'listed_count': 35157, 'created_at': 'Wed Jun 24 14:43:40 +0000 2009', 'favourites_count': 10659, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 22692, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '642D8B', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1509990164415893517/qIuzsMq6_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1509990164415893517/qIuzsMq6_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/50323173/1501272451', 'profile_link_color': 'FF0000', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDFFCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,
90,,,,Fri Jul 01 01:33:46 +0000 2022,,"[0, 222]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'CAA_Basketball', 'name': 'CAA Basketball', 'id': 373460897, 'id_str': '373460897', 'indices': [141, 156]}], 'urls': []}",,30416,False,"Free agent guard Jalen Brunson has agreed to a four-year, $104 million deal with the New York Knicks, his agents Aaron Mintz and Sam Rose of @CAA_Basketball tell ESPN. The deal includes a player option on the final season.",,1542682842907525123,1542682842907525123,,,,,,False,en,,,,,,4107,False,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,False,"{'id': 50323173, 'id_str': '50323173', 'name': 'Adrian Wojnarowski', 'screen_name': 'wojespn', 'location': 'St. Bonaventure, NY', 'description': 'ESPN Senior NBA Insider', 'url': 'https://t.co/BSi8UGrj5q', 'entities': {'url': {'urls': [{'url': 'https://t.co/BSi8UGrj5q', 'expanded_url': 'http://www.espn.com', 'display_url': 'espn.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 5595530, 'friends_count': 1919, 'listed_count': 35157, 'created_at': 'Wed Jun 24 14:43:40 +0000 2009', 'favourites_count': 10659, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 22692, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '642D8B', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1509990164415893517/qIuzsMq6_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1509990164415893517/qIuzsMq6_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/50323173/1501272451', 'profile_link_color': 'FF0000', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDFFCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,
91,,,,Fri Jul 01 01:03:11 +0000 2022,,"[0, 162]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/4YFMxR2o7Z', 'expanded_url': 'https://twitter.com/wojespn/status/1542674727591989248', 'display_url': 'twitter.com/wojespn/status…', 'indices': [163, 186]}]}",,6254,False,"The Wizards have added three veteran guards to join Bradley Beal in recent days -- Will Barton, Monte Morris and now Delon Wright leaves the Hawks for Washington. https://t.co/4YFMxR2o7Z",,1542675149836673024,1542675149836673024,,,,,,True,en,,,,False,,575,False,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,False,"{'id': 50323173, 'id_str': '50323173', 'name': 'Adrian Wojnarowski', 'screen_name': 'wojespn', 'location': 'St. Bonaventure, NY', 'description': 'ESPN Senior NBA Insider', 'url': 'https://t.co/BSi8UGrj5q', 'entities': {'url': {'urls': [{'url': 'https://t.co/BSi8UGrj5q', 'expanded_url': 'http://www.espn.com', 'display_url': 'espn.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 5595530, 'friends_count': 1919, 'listed_count': 35157, 'created_at': 'Wed Jun 24 14:43:40 +0000 2009', 'favourites_count': 10659, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 22692, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '642D8B', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1509990164415893517/qIuzsMq6_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1509990164415893517/qIuzsMq6_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/50323173/1501272451', 'profile_link_color': 'FF0000', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDFFCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,
92,,,,Fri Jul 01 01:01:31 +0000 2022,,"[0, 164]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'wassbasketball', 'name': 'Wasserman Basketball', 'id': 1355398957313081350, 'id_str': '1355398957313081350', 'indices': [137, 152]}], 'urls': []}",,8336,False,"Free agent guard Delon Wright has agreed to a two-year, $16 million deal to sign with the Washington Wizards, his agent Greg Lawrence of @wassbasketball tells ESPN.",,1542674727591989248,1542674727591989248,,,,,,False,en,,,,,,1027,False,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,False,"{'id': 50323173, 'id_str': '50323173', 'name': 'Adrian Wojnarowski', 'screen_name': 'wojespn', 'location': 'St. Bonaventure, NY', 'description': 'ESPN Senior NBA Insider', 'url': 'https://t.co/BSi8UGrj5q', 'entities': {'url': {'urls': [{'url': 'https://t.co/BSi8UGrj5q', 'expanded_url': 'http://www.espn.com', 'display_url': 'espn.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 5595530, 'friends_count': 1919, 'listed_count': 35157, 'created_at': 'Wed Jun 24 14:43:40 +0000 2009', 'favourites_count': 10659, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 22692, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '642D8B', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1509990164415893517/qIuzsMq6_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1509990164415893517/qIuzsMq6_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/50323173/1501272451', 'profile_link_color': 'FF0000', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDFFCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,
93,,,,Fri Jul 01 00:41:40 +0000 2022,,"[0, 143]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'wassbasketball', 'name': 'Wasserman Basketball', 'id': 1355398957313081350, 'id_str': '1355398957313081350', 'indices': [117, 132]}], 'urls': [{'url': 'https://t.co/fWzhFhVfkx', 'expanded_url': 'https://twitter.com/wojespn/status/1542669396052787200', 'display_url': 'twitter.com/wojespn/status…', 'indices': [144, 167]}]}",,7324,False,"Kyle Anderson has agreed to a two-year, $18M deal to join the Timberwolves, his agents Thad Foucher and Joe Smith of @wassbasketball tell ESPN. https://t.co/fWzhFhVfkx",,1542669735116021761,1542669735116021761,,,,,,True,en,,,,False,,891,False,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,False,"{'id': 50323173, 'id_str': '50323173', 'name': 'Adrian Wojnarowski', 'screen_name': 'wojespn', 'location': 'St. Bonaventure, NY', 'description': 'ESPN Senior NBA Insider', 'url': 'https://t.co/BSi8UGrj5q', 'entities': {'url': {'urls': [{'url': 'https://t.co/BSi8UGrj5q', 'expanded_url': 'http://www.espn.com', 'display_url': 'espn.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 5595530, 'friends_count': 1919, 'listed_count': 35157, 'created_at': 'Wed Jun 24 14:43:40 +0000 2009', 'favourites_count': 10659, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 22692, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '642D8B', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1509990164415893517/qIuzsMq6_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1509990164415893517/qIuzsMq6_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/50323173/1501272451', 'profile_link_color': 'FF0000', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDFFCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,
94,,,,Fri Jul 01 00:40:20 +0000 2022,,"[0, 97]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,16855,False,"Free agent Kyle Anderson has agreed to a deal with the Minnesota Timberwolves, sources tell ESPN.",,1542669396052787200,1542669396052787200,,,,,,False,en,,,,,,1430,False,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,False,"{'id': 50323173, 'id_str': '50323173', 'name': 'Adrian Wojnarowski', 'screen_name': 'wojespn', 'location': 'St. Bonaventure, NY', 'description': 'ESPN Senior NBA Insider', 'url': 'https://t.co/BSi8UGrj5q', 'entities': {'url': {'urls': [{'url': 'https://t.co/BSi8UGrj5q', 'expanded_url': 'http://www.espn.com', 'display_url': 'espn.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 5595530, 'friends_count': 1919, 'listed_count': 35157, 'created_at': 'Wed Jun 24 14:43:40 +0000 2009', 'favourites_count': 10659, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 22692, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '642D8B', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1509990164415893517/qIuzsMq6_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1509990164415893517/qIuzsMq6_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/50323173/1501272451', 'profile_link_color': 'FF0000', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDFFCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,
95,,,,Fri Jul 01 00:25:48 +0000 2022,,"[0, 159]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'CAA_Basketball', 'name': 'CAA Basketball', 'id': 373460897, 'id_str': '373460897', 'indices': [133, 148]}], 'urls': []}",,8572,False,"Orlando Magic guard Gary Harris has agreed on a two-year, $26 million contract extension, his agents Austin Brown and Aaron Mintz of @CAA_Basketball tell ESPN.",,1542665739752148994,1542665739752148994,,,,,,False,en,,,,,,989,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,False,"{'id': 50323173, 'id_str': '50323173', 'name': 'Adrian Wojnarowski', 'screen_name': 'wojespn', 'location': 'St. Bonaventure, NY', 'description': 'ESPN Senior NBA Insider', 'url': 'https://t.co/BSi8UGrj5q', 'entities': {'url': {'urls': [{'url': 'https://t.co/BSi8UGrj5q', 'expanded_url': 'http://www.espn.com', 'display_url': 'espn.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 5595530, 'friends_count': 1919, 'listed_count': 35157, 'created_at': 'Wed Jun 24 14:43:40 +0000 2009', 'favourites_count': 10659, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 22692, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '642D8B', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1509990164415893517/qIuzsMq6_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1509990164415893517/qIuzsMq6_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/50323173/1501272451', 'profile_link_color': 'FF0000', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDFFCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,
96,,,,Thu Jun 30 23:59:56 +0000 2022,,"[0, 87]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,6937,False,"Anthony Gill is signing a two year-deal with the Washington Wizards, sources tell ESPN.",,1542659228875296770,1542659228875296770,,,,,,False,en,,,,,,613,False,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,False,"{'id': 50323173, 'id_str': '50323173', 'name': 'Adrian Wojnarowski', 'screen_name': 'wojespn', 'location': 'St. Bonaventure, NY', 'description': 'ESPN Senior NBA Insider', 'url': 'https://t.co/BSi8UGrj5q', 'entities': {'url': {'urls': [{'url': 'https://t.co/BSi8UGrj5q', 'expanded_url': 'http://www.espn.com', 'display_url': 'espn.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 5595530, 'friends_count': 1919, 'listed_count': 35157, 'created_at': 'Wed Jun 24 14:43:40 +0000 2009', 'favourites_count': 10659, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 22692, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '642D8B', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1509990164415893517/qIuzsMq6_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1509990164415893517/qIuzsMq6_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/50323173/1501272451', 'profile_link_color': 'FF0000', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDFFCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",,,,
